,room_capacity,layout,property_type,location,city,price,area_in_sqft,status,deposit,no_bathrooms,facing
577,3,BHK,Apartment,Jubilee Hills,Hyderabad,1.1,3300,Semi-Furnished,No,3,NorthEast
578,3,BHK,Apartment,Begumpet,Hyderabad,"33,000",1800,Semi-Furnished,No,4,East
579,2,BHK,Apartment,Begumpet,Hyderabad,"25,000",1200,Semi-Furnished,No,2,North
580,2,BHK,Apartment,Kondapur,Hyderabad,"31,000",1250,Semi-Furnished,No,1,
581,2,BHK,Apartment,Kondapur,Hyderabad,"29,000",1250,Semi-Furnished,No,1,
582,1,BHK,Apartment,Kondapur,Hyderabad,"17,500",750,Semi-Furnished,No,1,
583,1,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"17,000",750,Semi-Furnished,No,1,
584,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,
585,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,
586,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",750,Unfurnished,No,1,
587,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",1300,Furnished,No,1,
588,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
589,1,BHK,Apartment,Kondapur,Hyderabad,"23,500",750,Furnished,No,1,
590,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1300,Semi-Furnished,No,1,
591,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",750,Furnished,No,1,
592,3,BHK,Apartment,Kondapur,Hyderabad,"38,000",2750,Semi-Furnished,No,2,
593,1,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"21,500",750,Furnished,No,1,
594,1,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,1,
595,1,BHK,Apartment,Kondapur,Hyderabad,"16,500",750,Semi-Furnished,No,1,
596,2,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"28,500",1250,Semi-Furnished,No,1,
597,2,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"31,000",1250,Semi-Furnished,No,1,
598,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Semi-Furnished,No,1,
599,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
600,3,BHK,Apartment,Hitech City,Hyderabad,"68,000",1730,Semi-Furnished,No,3,NorthEast
601,4,BHK,Apartment,Hitech City,Hyderabad,"77,000",2692,Semi-Furnished,No,4,NorthEast
602,2,BHK,Apartment,Kompally,Hyderabad,"25,000",1046,Semi-Furnished,No,2,NorthEast
603,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1575,Semi-Furnished,No,2,NorthEast
604,3,BHK,Apartment,Tellapur,Hyderabad,"60,000",2083,Furnished,No,3,NorthEast
605,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",700,Furnished,No,1,NorthEast
606,1,BHK,Apartment,Kondapur,Hyderabad,"15,500",753,Semi-Furnished,No,1,
607,3,BHK,Apartment,Gachibowli,Hyderabad,"65,000",1600,Semi-Furnished,No,2,NorthEast
608,4,BHK,Independent,Jubilee Hills,Hyderabad,1.3,3400,Semi-Furnished,No,4,East
609,3,BHK,Independent,Jubilee Hills,Hyderabad,1.25,3200,Semi-Furnished,No,3,West
610,2,BHK,Independent,Shamshabad,Hyderabad,"14,000",1100,Semi-Furnished,No,2,East
611,2,BHK,Apartment,Shamshabad,Hyderabad,"12,500",1150,Semi-Furnished,No,2,North
612,1,BHK,Apartment,Kondapur,Hyderabad,"16,500",700,Semi-Furnished,No,1,NorthEast
613,3,BHK,Apartment,Nallagandla Gachibowli,Hyderabad,"50,000",1700,Furnished,No,3,NorthEast
614,2,BHK,Independent,Shamshabad,Hyderabad,"24,000",1200,Furnished,No,2,North
615,2,BHK,Apartment,Kondapur,Hyderabad,"27,000",1245,Semi-Furnished,No,2,
616,3,BHK,Apartment,Tellapur,Hyderabad,"45,000",1840,Semi-Furnished,No,3,NorthEast
617,3,BHK,Apartment,Kondapur,Hyderabad,"65,000",1700,Semi-Furnished,No,3,NorthEast
618,2,BHK,Apartment,Kondapur,Hyderabad,"60,000",1325,Semi-Furnished,No,2,East
619,1,RK,Studio,Kondapur,Hyderabad,"11,500",543,Semi-Furnished,No,1,
620,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",1300,Furnished,No,1,
621,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
622,1,BHK,Apartment,Kondapur,Hyderabad,"23,500",750,Furnished,No,1,
623,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1300,Semi-Furnished,No,1,
624,1,BHK,Apartment,Kondapur,Hyderabad,"25,000",750,Furnished,No,1,
625,3,BHK,Apartment,Kondapur,Hyderabad,"38,000",2750,Semi-Furnished,No,2,
626,1,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"21,500",750,Furnished,No,1,
627,1,BHK,Apartment,Kondapur,Hyderabad,"28,000",1250,Semi-Furnished,No,1,
628,1,BHK,Apartment,Kondapur,Hyderabad,"16,500",750,Semi-Furnished,No,1,
629,2,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"28,500",1250,Semi-Furnished,No,1,
630,2,BHK,Apartment,Raghavendra Colony Manikonda,Hyderabad,"31,000",1250,Semi-Furnished,No,1,
631,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Semi-Furnished,No,1,
632,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
633,1,BHK,Apartment,Begumpet,Hyderabad,"11,000",550,Unfurnished,No,1,
634,2,BHK,Apartment,Ameerpet,Hyderabad,"18,500",1084,Semi-Furnished,No,2,East
635,1,BHK,Apartment,Yousufguda,Hyderabad,"10,500",684,Semi-Furnished,No,1,North
636,2,BHK,Apartment,Kondapur,Hyderabad,"24,900",1250,Semi-Furnished,No,2,
637,2,BHK,Apartment,Kondapur,Hyderabad,"28,000",1150,Semi-Furnished,No,1,North
638,2,BHK,Apartment,Kondapur,Hyderabad,"26,500",1200,Semi-Furnished,No,1,North
639,2,BHK,Apartment,Kondapur,Hyderabad,"38,000",1250,Semi-Furnished,No,1,North
640,2,BHK,Apartment,Himayat Nagar,Hyderabad,"24,001",1150,Semi-Furnished,No,2,
641,2,BHK,Apartment,Himayat Nagar,Hyderabad,"24,000",1100,Semi-Furnished,No,2,
642,1,BHK,Apartment,Kondapur,Hyderabad,"12,998",680,Unfurnished,No,1,South
643,1,BHK,Apartment,Kondapur,Hyderabad,"15,001",680,Semi-Furnished,No,1,South
644,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"12,000",600,Semi-Furnished,No,1,East
645,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"11,000",550,Semi-Furnished,No,1,East
646,1,BHK,Apartment,Balakampet,Hyderabad,"13,000",550,Semi-Furnished,No,1,East
647,1,BHK,Apartment,Ameerpet,Hyderabad,"10,500",550,Semi-Furnished,No,1,East
648,2,BHK,Apartment,Jubilee Hills,Hyderabad,"40,000",1000,Furnished,No,2,North
649,1,BHK,Apartment,Ameerpet,Hyderabad,"10,000",550,Semi-Furnished,No,1,North
650,1,BHK,Apartment,Ameerpet,Hyderabad,"11,000",600,Semi-Furnished,No,1,East
651,1,BHK,Apartment,Ameerpet,Hyderabad,"10,500",550,Semi-Furnished,No,1,
652,2,BHK,Apartment,Jubilee Hills,Hyderabad,"38,000",1100,Furnished,No,2,North
653,2,BHK,Apartment,Jubilee Hills,Hyderabad,"35,000",1100,Furnished,No,2,East
654,1,BHK,Apartment,Jubilee Hills,Hyderabad,"15,000",550,Unfurnished,No,1,North
655,3,BHK,Apartment,Jubilee Hills,Hyderabad,"45,000",2000,Furnished,No,3,NorthEast
656,1,BHK,Apartment,Jubilee Hills,Hyderabad,"13,000",500,Unfurnished,No,1,East
657,3,BHK,Apartment,Jubilee Hills,Hyderabad,"55,000",2000,Semi-Furnished,No,3,East
658,1,BHK,Apartment,Jubilee Hills,Hyderabad,"15,000",550,Unfurnished,No,1,West
659,3,BHK,Apartment,Jubilee Hills,Hyderabad,"55,000",2200,Semi-Furnished,No,3,East
660,2,BHK,Apartment,Jubilee Hills,Hyderabad,"30,000",1050,Semi-Furnished,No,2,NorthEast
661,2,BHK,Apartment,Madhapur,Hyderabad,"35,000",1100,Semi-Furnished,No,2,East
662,2,BHK,Apartment,Jubilee Hills,Hyderabad,"25,000",1000,Semi-Furnished,No,2,North
663,2,BHK,Apartment,Madhapur,Hyderabad,"30,000",1050,Semi-Furnished,No,2,NorthEast
664,3,BHK,Apartment,Madhapur,Hyderabad,1.3,3300,Semi-Furnished,No,3,
665,2,BHK,Apartment,Kondapur,Hyderabad,"36,000",1200,Furnished,No,2,North
666,1,BHK,Apartment,Kondapur,Hyderabad,"18,000",750,Unfurnished,No,1,
667,1,BHK,Apartment,Kondapur,Hyderabad,"18,500",750,Unfurnished,No,1,
668,1,BHK,Apartment,Kondapur,Hyderabad,"23,000",750,Furnished,No,1,
669,1,RK,Studio,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
670,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
671,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
672,1,BHK,Apartment,Madhapur,Hyderabad,"25,000",600,Furnished,No,1,
673,2,BHK,Apartment,Kondapur,Hyderabad,"26,500",1350,Unfurnished,No,1,
674,1,BHK,Apartment,Balakampet,Hyderabad,"12,000",641,Semi-Furnished,No,1,
675,1,BHK,Apartment,Balanagar,Hyderabad,"11,500",684,Semi-Furnished,No,1,NorthEast
676,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"10,500",554,Semi-Furnished,No,1,North
677,3,BHK,Apartment,Madhapur,Hyderabad,,,Furnished,No,3,
678,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"9,800",700,Semi-Furnished,No,1,East
679,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"15,000",590,Furnished,No,1,North
680,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
681,1,BHK,Apartment,Kondapur,Hyderabad,"21,000",750,Furnished,No,1,
682,1,BHK,Apartment,Madhapur,Hyderabad,"25,000",600,Furnished,No,1,
683,2,BHK,Apartment,Kondapur,Hyderabad,"26,500",1350,Unfurnished,No,1,
684,1,BHK,Apartment,Balakampet,Hyderabad,"12,000",641,Semi-Furnished,No,1,
685,1,BHK,Apartment,Balanagar,Hyderabad,"11,500",684,Semi-Furnished,No,1,NorthEast
686,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"10,500",554,Semi-Furnished,No,1,North
687,3,BHK,Apartment,Madhapur,Hyderabad,,,Furnished,No,3,
688,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"9,800",700,Semi-Furnished,No,1,East
689,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"15,000",590,Furnished,No,1,North
690,3,BHK,Apartment,Madhapur,Hyderabad,2.2,3400,Semi-Furnished,No,3,
691,2,BHK,Apartment,Kondapur,Hyderabad,"33,000",1200,Furnished,No,2,East
692,3,BHK,Apartment,Kondapur,Hyderabad,"46,000",1800,Semi-Furnished,No,3,East
693,3,BHK,Apartment,Madhapur,Hyderabad,"60,000",2000,Semi-Furnished,No,3,
694,3,BHK,Independent,Madhapur,Hyderabad,"80,000",2600,Furnished,No,3,
695,3,BHK,Apartment,Hitech City,Hyderabad,"60,000",2200,Furnished,No,3,
696,3,BHK,Apartment,Madhapur,Hyderabad,"50,000",1800,Semi-Furnished,No,3,
697,4,BHK,Apartment,Madhapur,Hyderabad,1.9,3000,Semi-Furnished,No,4,
698,2,BHK,Apartment,Hitech City,Hyderabad,"42,000",1650,Furnished,No,2,
699,3,BHK,Apartment,Madhapur,Hyderabad,"45,000",2000,Semi-Furnished,No,2,East
700,1,BHK,Apartment,West Marredpally,Hyderabad,"11,000",540,Unfurnished,No,1,
701,2,BHK,Independent,Sanjeeva Reddy Nagar,Hyderabad,"15,000",1200,Semi-Furnished,No,2,North
702,1,BHK,Independent,Balkampet,Hyderabad,"12,000",650,Semi-Furnished,No,1,East
703,2,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"20,000",1310,Semi-Furnished,No,2,North
704,2,BHK,Apartment,Yellareddy Guda,Hyderabad,"22,000",1340,Semi-Furnished,No,2,East
705,2,BHK,Independent,Sanjeeva Reddy Nagar,Hyderabad,"25,000",1350,Semi-Furnished,No,2,East
706,2,BHK,Apartment,Ameerpet,Hyderabad,"18,000",1170,Semi-Furnished,No,2,East
707,1,BHK,Independent,Ameerpet,Hyderabad,"12,000",750,Semi-Furnished,No,1,East
708,1,BHK,Independent,Yousufguda,Hyderabad,"13,000",812,Semi-Furnished,No,1,West
709,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"12,000",600,Semi-Furnished,No,1,East
710,1,BHK,Apartment,Sanjeeva Reddy Nagar,Hyderabad,"11,000",550,Semi-Furnished,No,1,East
711,4,BHK,Apartment,Kokapet,Hyderabad,"70,000",2600,Semi-Furnished,No,4,NorthEast
712,2,BHK,Apartment,Nallakunta,Hyderabad,"15,000",1100,Semi-Furnished,No,3,West
713,5,BHK,Apartment,West Marredpally,Hyderabad,"52,000",5000,Furnished,No,5,East
714,1,BHK,Apartment,Kondapur,Hyderabad,"15,000",654,Unfurnished,No,1,North
715,3,BHK,Apartment,LB Nagar,Hyderabad,"32,500",1650,Semi-Furnished,No,3,West
716,2,BHK,Apartment,Kondapur,Hyderabad,"24,700",1300,Semi-Furnished,No,2,
717,2,BHK,Apartment,East Marredpally,Hyderabad,"22,000",1250,Furnished,No,2,
718,3,BHK,Apartment,Banjara Hills,Hyderabad,"40,000",1600,Semi-Furnished,No,2,
719,3,BHK,Apartment,Banjara Hills,Hyderabad,1.25,2800,Semi-Furnished,No,2,West
720,3,BHK,Apartment,Banjara Hills,Hyderabad,"65,000",2800,Furnished,No,2,East
721,2,BHK,Apartment,Banjara Hills,Hyderabad,"42,000",1300,Furnished,No,1,North
722,3,BHK,Apartment,Banjara Hills,Hyderabad,"55,000",2000,Semi-Furnished,No,2,
723,3,BHK,Apartment,Banjara Hills,Hyderabad,"45,000",2300,Semi-Furnished,No,2,North
724,3,BHK,Apartment,Banjara Hills,Hyderabad,"43,000",2300,Semi-Furnished,No,2,East
725,3,BHK,Apartment,Banjara Hills,Hyderabad,"50,000",2000,Semi-Furnished,No,2,East
726,3,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",2150,Furnished,No,2,
727,1,BHK,Apartment,Kondapur,Hyderabad,"23,500",750,Furnished,No,1,NorthEast
728,3,BHK,Apartment,Himayat Nagar,Hyderabad,"45,001",1800,Semi-Furnished,No,3,
729,3,BHK,Apartment,Himayat Nagar,Hyderabad,"45,000",1800,Semi-Furnished,No,3,
730,2,BHK,Apartment,Himayat Nagar,Hyderabad,"24,001",1150,Semi-Furnished,No,2,
731,2,BHK,Apartment,Himayat Nagar,Hyderabad,"24,000",1100,Semi-Furnished,No,2,
732,2,BHK,Apartment,Jubilee Hills,Hyderabad,"35,000",1080,Semi-Furnished,No,2,North
733,2,BHK,Apartment,Jubilee Hills,Hyderabad,"25,000",1050,Semi-Furnished,No,2,North
734,3,BHK,Apartment,Jubilee Hills,Hyderabad,"55,000",2600,Semi-Furnished,No,3,North
735,3,BHK,Apartment,Jubilee Hills,Hyderabad,"45,000",2500,Furnished,No,3,East
736,3,BHK,Apartment,Banjara Hills,Hyderabad,"55,000",2500,Furnished,No,3,NorthEast
737,4,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",3500,Semi-Furnished,No,4,NorthEast
738,3,BHK,Apartment,Shaikpet,Hyderabad,"45,000",2100,Furnished,No,3,NorthEast
739,3,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",2500,Furnished,No,3,East
740,1,BHK,Apartment,Kondapur,Hyderabad,"14,566",800,Semi-Furnished,No,1,
741,1,BHK,Apartment,Kondapur,Hyderabad,"14,551",800,Semi-Furnished,No,1,
742,1,BHK,Apartment,Kondapur,Hyderabad,"16,400",800,Semi-Furnished,No,1,
743,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",800,Semi-Furnished,No,1,
744,1,BHK,Apartment,Kondapur,Hyderabad,"24,000",750,Furnished,No,1,NorthEast
745,1,BHK,Apartment,Kondapur,Hyderabad,"16,000",710,Semi-Furnished,No,1,NorthEast
746,1,BHK,Apartment,Kondapur,Hyderabad,"27,000",1380,Semi-Furnished,No,2,NorthEast
747,3,BHK,Independent,Banjara Hills,Hyderabad,"75,000",2500,Furnished,No,2,West
748,1,BHK,Apartment,Kondapur,Hyderabad,"15,003",680,Semi-Furnished,No,1,South
749,2,BHK,Apartment,Jubilee Hills,Hyderabad,"35,000",1080,Semi-Furnished,No,2,North
750,2,BHK,Apartment,Jubilee Hills,Hyderabad,"25,000",1050,Semi-Furnished,No,2,North
751,3,BHK,Apartment,Jubilee Hills,Hyderabad,"55,000",2600,Semi-Furnished,No,3,North
752,3,BHK,Apartment,Jubilee Hills,Hyderabad,"45,000",2500,Furnished,No,3,East
753,3,BHK,Apartment,Banjara Hills,Hyderabad,"55,000",2500,Furnished,No,3,NorthEast
754,4,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",3500,Semi-Furnished,No,4,NorthEast
755,3,BHK,Apartment,Shaikpet,Hyderabad,"45,000",2100,Furnished,No,3,NorthEast
756,3,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",2500,Furnished,No,3,East
757,3,BHK,Apartment,Banjara Hills,Hyderabad,"75,000",3000,Semi-Furnished,No,3,
758,1,BHK,Apartment,Jubilee Hills,Hyderabad,"18,000",600,Semi-Furnished,No,1,East
759,3,BHK,Apartment,Jubilee Hills,Hyderabad,"35,000",1600,Semi-Furnished,No,3,North
760,1,BHK,Apartment,Jubilee Hills,Hyderabad,"15,000",500,Semi-Furnished,No,1,East
761,1,BHK,Apartment,Jubilee Hills,Hyderabad,"13,000",550,Unfurnished,No,1,South
762,1,BHK,Apartment,Jubilee Hills,Hyderabad,"12,000",500,Semi-Furnished,No,1,
763,3,BHK,Apartment,Nallakunta,Hyderabad,"30,000",2000,Semi-Furnished,No,3,East
764,2,BHK,Apartment,Nallakunta,Hyderabad,"16,000",1200,Semi-Furnished,No,2,East
765,2,BHK,Apartment,Jubilee Hills,Hyderabad,"27,000",1100,Semi-Furnished,No,2,North
766,3,BHK,Apartment,Madhura Nagar,Hyderabad,"40,000",1700,Semi-Furnished,No,3,East
767,2,BHK,Apartment,Jubilee Hills,Hyderabad,"25,000",1050,Semi-Furnished,No,2,North
768,3,BHK,Apartment,Jubilee Hills,Hyderabad,"60,000",2000,Semi-Furnished,No,3,
769,1,BHK,Apartment,Jubilee Hills,Hyderabad,"16,000",600,Semi-Furnished,No,1,East
770,3,BHK,Apartment,Banjara Hills,Hyderabad,"70,000",2500,Semi-Furnished,No,3,
771,3,BHK,Apartment,Jubilee Hills,Hyderabad,"65,000",2300,Semi-Furnished,No,3,North
